type,state,startdate,enddate,pollster,grade,samplesize,population,poll_wt,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,url,poll_id,question_id,createddate
polls-only,Florida,6/26/16,6/28/16,OnMessage Inc.,C+,800,lv,0.0287585,45,47,,,46.47141,46.83167,,,http://letsgettowork.net/wp-content/uploads/2016/07/LGTW_Statewide_Topline_Deck.pdf,44553,67852,7/11/16
polls-only,Florida,8/1/16,8/3/16,Suffolk University,B+,500,lv,0.0287104,43.2,38.8,3.8,,45.5865,41.29142,2.181957,,http://www.suffolk.edu/documents/SUPRC/8_4_2016_marginals.pdf,44768,68499,8/4/16
polls-only,Alaska,10/4/16,10/9/16,Google Consumer Surveys,B,60,lv,0.0286822,29.97,27.17,17.1,,35.91776,34.01837,14.87803,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46686,72990,10/10/16
polls-only,Montana,9/16/16,10/6/16,Ipsos,A-,149,lv,0.0286577,34.26,57.98,,,32.40618,55.36253,,,http://www.reuters.com/statesofthenation/,46656,72950,10/10/16
polls-only,North Carolina,10/10/16,10/14/16,Google Consumer Surveys,B,559,lv,0.0285921,35.61,38.39,5.17,,41.01541,45.04881,3.283399,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46983,73472,10/17/16
polls-only,Colorado,10/10/16,10/14/16,Google Consumer Surveys,B,496,lv,0.0283274,42.95,23.66,11.42,,48.42469,30.51881,9.5334,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46961,73450,10/17/16
polls-only,U.S.,9/28/16,10/2/16,Ipsos,A-,1433,lv,0.0282076,42.5,36.7,7.4,,43.85655,37.86201,5.761637,,http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1,46453,72639,10/4/16
polls-only,North Dakota,9/16/16,10/6/16,Ipsos,A-,100,lv,0.0281442,30.32,43.17,,,28.94766,41.00256,,,http://www.reuters.com/statesofthenation/,46664,72958,10/10/16
polls-only,California,9/30/16,10/6/16,Ipsos,A-,974,lv,0.0280978,61.26,27.86,,,60.76986,27.53797,,,http://www.reuters.com/statesofthenation/,46636,72930,10/10/16
polls-only,U.S.,10/1/16,10/5/16,Ipsos,A-,1119,lv,0.0280807,43.4,36.2,7.5,,44.46338,37.43071,6.052107,,http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1,46552,72812,10/7/16
polls-only,U.S.,10/10/16,10/16/16,CVOTER International,C+,1325,lv,0.0280211,50.22,45.53,,,47.7403,41.96991,,,http://www.upi.com/Top_News/US/2016/10/17/UPICVoter-poll-Hillary-Clinton-leads-Donald-Trump-by-469-points/2921476714500/?spt=sec&or=tn,46882,73342,10/17/16
polls-only,Washington,9/16/16,9/29/16,Ipsos,A-,496,lv,0.0279947,48.94,35.28,,,48.75428,33.95031,,,http://www.reuters.com/statesofthenation/,46378,72506,10/3/16
polls-only,Washington,8/9/16,9/1/16,SurveyMonkey,C-,722,rv,0.0276941,41,31,16,,44.2502,34.01513,9.543376,,https://www.washingtonpost.com/politics/a-new-50-state-poll-shows-exactly-why-clinton-holds-the-advantage-over-trump/2016/09/05/13458832-7152-11e6-9705-23e51a2f424d_story.html,45389,70595,9/6/16
polls-only,Michigan,10/17/16,10/25/16,SurveyMonkey,C-,1663,lv,0.0276549,44,40,9,,43.15106,39.44173,5.903296,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,47495,74287,10/26/16
polls-only,Oklahoma,10/4/16,10/9/16,Google Consumer Surveys,B,226,lv,0.0274529,33.48,41.63,6.24,,39.31104,48.29842,4.018027,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46722,73026,10/10/16
polls-only,Maryland,9/23/16,10/6/16,Ipsos,A-,508,lv,0.0272976,53.07,31.74,,,52.69057,31.17748,,,http://www.reuters.com/statesofthenation/,46650,72944,10/10/16
polls-only,Pennsylvania,7/31/16,8/4/16,"Susquehanna Polling & Research, Inc.",B-,772,lv,0.0271343,46,37,7,,48.62461,39.67417,4.403605,,https://mgtvwhtm.files.wordpress.com/2016/08/toplines-statewideabc27-aug16.pdf,44793,68590,8/8/16
polls-only,Arizona,10/10/16,10/14/16,Google Consumer Surveys,B,519,lv,0.0271151,40.02,30.69,7.81,,45.47523,37.49264,5.923399,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46959,73448,10/17/16
polls-only,Wisconsin,8/25/16,8/28/16,Marquette University,A,650,lv,0.0270792,41,38,10,,43.68958,40.32931,5.575745,,https://law.marquette.edu/poll/2016/08/31/new-marquette-law-school-poll-finds-clinton-edge-over-trump-narrowing-to-pre-convention-levels-among-wisconsin-voters/,45245,69559,8/31/16
polls-only,South Dakota,9/16/16,10/6/16,Ipsos,A-,113,lv,0.0270129,35.73,45.45,,,34.58053,43.55296,,,http://www.reuters.com/statesofthenation/,46670,72964,10/10/16
polls-only,Arkansas,10/4/16,10/9/16,Google Consumer Surveys,B,180,lv,0.0269371,34.69,40.24,2.85,,40.53627,46.93191,0.6280277,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46688,72992,10/10/16
polls-only,Arizona,10/17/16,10/25/16,SurveyMonkey,C-,1550,lv,0.02691,41,42,12,,40.15184,41.45386,8.903296,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,47475,74267,10/26/16
polls-only,Maine,9/16/16,10/6/16,Ipsos,A-,266,lv,0.0268694,45.94,33.06,,,45.03967,31.33394,,,http://www.reuters.com/statesofthenation/,46649,72943,10/10/16
polls-only,Oregon,9/23/16,10/6/16,Ipsos,A-,483,lv,0.0268634,51.33,36,,,50.71257,35.16584,,,http://www.reuters.com/statesofthenation/,46667,72961,10/10/16
polls-only,Ohio,10/17/16,10/25/16,SurveyMonkey,C-,1951,lv,0.0268025,40,45,8,,39.15036,44.43084,4.903296,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,47508,74300,10/26/16
polls-only,U.S.,8/17/16,8/20/16,American Research Group,C+,994,rv,0.0265525,47,42,,,47.03074,41.84953,,,http://americanresearchgroup.com/pres2016/na16-4.html,44912,68896,8/22/16
polls-only,U.S.,9/24/16,9/28/16,Ipsos,A-,2045,lv,0.0265309,41,38,6.4,,42.75993,39.05304,4.548897,,http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1,46307,72407,9/30/16
polls-only,Tennessee,9/23/16,10/6/16,Ipsos,A-,557,lv,0.0265019,33.86,48.57,,,33.39295,47.91704,,,http://www.reuters.com/statesofthenation/,46671,72965,10/10/16
polls-only,U.S.,9/29/16,10/3/16,Ipsos,A-,1239,lv,0.026498,42.1,36.2,7.9,,43.36076,37.38544,6.321422,,http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1,46452,72637,10/4/16
polls-only,Connecticut,9/9/16,9/29/16,Ipsos,A-,455,lv,0.0264298,52.01,34.09,,,52.43947,33.26422,,,http://www.reuters.com/statesofthenation/,46342,72470,10/3/16
polls-only,U.S.,6/8/16,6/8/16,SurveyUSA,A,1408,rv,0.0263424,39,36,6,,41.9159,38.8964,3.014774,,http://www.realclearpolitics.com/docs/2016/SUSA_June_2016_National.pdf,44218,66454,6/13/16
polls-only,Indiana,9/23/16,10/6/16,Ipsos,A-,430,lv,0.0263284,37.21,50.31,,,35.26905,48.18703,,,http://www.reuters.com/statesofthenation/,46644,72938,10/10/16
polls-only,New Jersey,5/31/16,6/3/16,YouGov,B,1194,lv,0.0262633,49,34,,,50.02663,34.12786,,,https://today.yougov.com/news/2016/06/04/democratic-primary-clinton-faces-close-race-califo/,44194,66170,6/5/16
polls-only,Michigan,7/11/16,7/15/16,Marketing Resource Group (MRG),C+,800,lv,0.0261772,34,29,3,,39.30628,32.39525,1.139001,,http://mrgmi.com/2016/07/michigan-poll-trump-trails-clinton-by-five-percent-heading-into-gop-convention/,44619,68031,7/18/16
polls-only,U.S.,8/1/16,8/4/16,Princeton Survey Research Associates International,B+,819,rv,0.0260349,48,36,,,48.93365,38.37592,,,https://www.psrai.com/pdf/psrai_pr081016.pdf,44832,68693,8/11/16
polls-only,West Virginia,10/4/16,10/9/16,Google Consumer Surveys,B,78,lv,0.0259301,27.41,50.21,3.77,,33.3094,56.98381,1.548028,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46735,73039,10/10/16
polls-only,Mississippi,10/4/16,10/9/16,Google Consumer Surveys,B,186,lv,0.0259125,23.91,50.69,2.05,,29.6333,57.19233,-0.1719723,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46711,73015,10/10/16
polls-only,U.S.,10/9/16,10/15/16,CVOTER International,C+,1386,lv,0.0258735,51.17,44.58,,,48.72784,40.99506,,,http://www.upi.com/Top_News/US/2016/10/17/UPICVoter-poll-Hillary-Clinton-leads-Donald-Trump-by-469-points/2921476714500/?spt=sec&or=tn,46881,73341,10/17/16
polls-only,South Dakota,10/4/16,10/9/16,Google Consumer Surveys,B,65,lv,0.0258649,32.71,36.87,6.99,,38.62952,43.67483,4.768027,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46727,73031,10/10/16
polls-only,Mississippi,9/16/16,10/6/16,Ipsos,A-,198,lv,0.0257806,39.96,51.09,,,40.11076,50.66231,,,http://www.reuters.com/statesofthenation/,46654,72948,10/10/16
polls-only,Rhode Island,9/27/16,10/3/16,Google Consumer Surveys,B,57,lv,0.0257679,44.76,28.48,4.4,,51.65824,35.35628,1.723424,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46498,72696,10/5/16
polls-only,Maine CD-1,6/15/16,6/21/16,University of New Hampshire,B+,247,lv,0.0257557,48,33,,,49.11337,34.55808,,,http://www.pressherald.com/2016/06/25/data-favorability-ratings-and-likely-voters/,44415,67396,6/26/16
polls-only,District of Columbia,9/27/16,10/3/16,Google Consumer Surveys,B,64,lv,0.0256687,62.21,9.8,5.14,,69.10964,16.67741,2.463424,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46466,72664,10/5/16
polls-only,U.S.,9/30/16,10/2/16,Morning Consult,,1778,lv,0.0254907,42,36,9,,44.80028,38.70757,5.582584,,https://morningconsult.com/wp-content/uploads/2016/10/PoliticoMCTopicals10.2.pdf,46325,72446,10/3/16
polls-only,West Virginia,9/16/16,10/6/16,Ipsos,A-,165,lv,0.0254794,36.37,55.31,,,36.19632,54.40609,,,http://www.reuters.com/statesofthenation/,46677,72971,10/10/16
polls-only,Idaho,9/16/16,10/6/16,Ipsos,A-,197,lv,0.0254114,31.01,55.22,,,29.33757,52.80538,,,http://www.reuters.com/statesofthenation/,46642,72936,10/10/16
polls-only,Iowa,6/10/16,6/22/16,Evolving Strategies,,601,lv,0.0253935,38,36,16,,40.27693,40.9765,10.54437,,"https://ballotpedia.org/Ballotpedia%27s_battleground_poll,_2016",44448,67500,6/29/16
polls-only,Texas,6/13/16,6/14/16,Leland Beatty,,998,rv,0.0252095,29.7,36.8,2.6,,34.87602,42.26429,0.3348454,,http://www.lelandbeatty.com/uploads/1/4/2/1/14214393/txg16beattypollresultsfinalresults.pdf,44395,67358,6/23/16
polls-only,South Carolina,10/17/16,10/25/16,SurveyMonkey,C-,1900,lv,0.0250688,43,45,7,,42.14369,44.32668,3.903296,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,47513,74305,10/26/16
polls-only,U.S.,10/16/16,10/22/16,USC Dornsife/LA Times,,3028,lv,0.0250628,44.14,44.45,,,45.09053,41.51051,,,http://latimes.com/politics/,47233,73914,10/23/16
polls-only,New York,10/17/16,10/25/16,SurveyMonkey,C-,1169,lv,0.0246669,58,31,5,,57.1512,30.44386,1.903296,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,47505,74297,10/26/16
polls-only,U.S.,8/1/16,8/4/16,ABC News/Washington Post,A+,682,lv,0.0246304,48,40,7,,48.48545,41.47791,4.468514,,http://apps.washingtonpost.com/g/page/politics/washington-post-abc-news-poll-aug-1-4-2016/2071/,44781,68582,9/12/16
polls-only,Massachusetts,9/23/16,10/6/16,Ipsos,A-,671,lv,0.0243237,48.99,29.85,,,48.46141,29.06499,,,http://www.reuters.com/statesofthenation/,46651,72945,10/10/16
polls-only,Kansas,10/4/16,10/9/16,Google Consumer Surveys,B,250,lv,0.0242931,40.37,30.72,5.17,,46.27586,37.50376,2.948028,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46702,73006,10/10/16
polls-only,Colorado,9/23/16,10/6/16,Ipsos,A-,552,lv,0.0242574,44.77,44.86,,,43.17049,43.04774,,,http://www.reuters.com/statesofthenation/,46637,72931,10/10/16
polls-only,New Mexico,9/16/16,10/6/16,Ipsos,A-,159,lv,0.0242573,49.11,35.93,,,45.13825,31.22062,,,http://www.reuters.com/statesofthenation/,46661,72955,10/10/16
polls-only,Massachusetts,6/26/16,6/29/16,Hickman Analytics,,500,rv,0.0240904,49,31,4,,54.1565,34.59092,1.391639,,http://consumerenergyalliance.org/cms/wp-content/uploads/2016/06/MA-complete-June2016.pdf,44703,68301,7/28/16
polls-only,U.S.,10/8/16,10/14/16,CVOTER International,C+,1448,lv,0.0238634,50.55,45.06,,,48.15525,41.44466,,,http://www.upi.com/Top_News/US/2016/10/17/UPICVoter-poll-Hillary-Clinton-leads-Donald-Trump-by-469-points/2921476714500/?spt=sec&or=tn,46880,73340,10/17/16
polls-only,Delaware,9/16/16,10/6/16,Ipsos,A-,131,lv,0.023857,46.26,35.62,,,45.75234,34.41478,,,http://www.reuters.com/statesofthenation/,46639,72933,10/10/16
polls-only,New Hampshire,9/27/16,10/3/16,Google Consumer Surveys,B,74,lv,0.0238168,46.18,21.23,8.61,,53.03737,28.07303,5.933424,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46489,72687,10/5/16
polls-only,Wisconsin,10/10/16,10/14/16,Google Consumer Surveys,B,669,lv,0.0237958,42.17,27.33,6.54,,47.63399,34.15794,4.653399,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47004,73493,10/17/16
polls-only,New Mexico,10/4/16,10/9/16,Google Consumer Surveys,B,174,lv,0.0235427,35.4,28.14,16.1,,41.30798,34.92704,13.87803,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46718,73022,10/10/16
polls-only,Texas,10/17/16,10/25/16,SurveyMonkey,C-,2148,lv,0.0234964,40,47,8,,39.14865,46.40411,4.903296,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,47516,74308,10/26/16
polls-only,Virginia,10/17/16,10/25/16,SurveyMonkey,C-,2459,lv,0.0234858,48,39,9,,47.1484,38.40027,5.903296,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,47519,74311,10/26/16
polls-only,Nebraska,9/16/16,10/6/16,Ipsos,A-,221,lv,0.0234268,31.75,47.56,,,30.8313,45.91475,,,http://www.reuters.com/statesofthenation/,46657,72951,10/10/16
polls-only,North Carolina,8/26/16,8/27/16,Public Policy Polling,B+,1177,lv,0.0234247,45,44,,,44.36644,42.76844,,,http://nelpaction.org/wp-content/uploads/2016/08/NCResults1.pdf,45261,69614,9/1/16
polls-only,Connecticut,10/4/16,10/9/16,Google Consumer Surveys,B,300,lv,0.0233954,44.26,26.17,6.01,,50.20897,33.02023,3.788028,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46692,72996,10/10/16
polls-only,Maine CD-2,6/15/16,6/21/16,University of New Hampshire,B+,222,lv,0.0233568,36,37,,,36.13418,37.60201,,,http://www.pressherald.com/2016/06/25/data-favorability-ratings-and-likely-voters/,44416,67397,6/26/16
polls-only,U.S.,9/20/16,9/20/16,Gravis Marketing,B-,1560,lv,0.0233546,44,40,5,,45.27311,38.50253,3.462598,,http://www.breitbart.com/2016-presidential-race/2016/09/23/breitbartgravis-poll-clinton-holds-national-lead-at-44-trump-40/,46010,71945,9/23/16
polls-only,Virginia,6/10/16,6/22/16,Evolving Strategies,,612,lv,0.0233337,43,35,11,,45.00625,39.73449,5.54437,,"https://ballotpedia.org/Ballotpedia%27s_battleground_poll,_2016",44453,67505,6/29/16
polls-only,Vermont,10/4/16,10/9/16,Google Consumer Surveys,B,47,lv,0.0233119,57.02,16.11,10.26,,63.03518,23.0623,8.038028,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46732,73036,10/10/16
polls-only,Georgia,10/17/16,10/25/16,SurveyMonkey,C-,2235,lv,0.0232926,44,47,7,,43.14347,46.32327,3.903296,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,47483,74275,10/26/16
polls-only,Minnesota,9/23/16,10/6/16,Ipsos,A-,645,lv,0.023203,42.03,37.57,,,41.11578,36.44719,,,http://www.reuters.com/statesofthenation/,46653,72947,10/10/16
polls-only,Virginia,9/16/16,9/29/16,Ipsos,A-,849,lv,0.0230742,48.26,40.35,,,48.03498,39.11913,,,http://www.reuters.com/statesofthenation/,46377,72505,10/3/16
polls-only,New Jersey,10/10/16,10/14/16,Google Consumer Surveys,B,658,lv,0.0229797,39.82,32.04,3.81,,45.27867,38.85257,1.923399,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46987,73476,10/17/16
polls-only,Montana,9/27/16,10/3/16,Google Consumer Surveys,B,173,lv,0.0228774,31.06,37.96,10.98,,37.72697,44.6482,8.303424,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46485,72683,10/5/16
polls-only,Arizona,9/23/16,10/6/16,Ipsos,A-,617,lv,0.0227949,42.22,49.06,,,41.30021,47.93887,,,http://www.reuters.com/statesofthenation/,46634,72928,10/10/16
polls-only,New Hampshire,9/16/16,10/6/16,Ipsos,A-,186,lv,0.0227259,49.45,39.51,,,48.38955,37.59046,,,http://www.reuters.com/statesofthenation/,46659,72953,10/10/16
polls-only,New Hampshire,7/9/16,7/18/16,University of New Hampshire,B+,469,lv,0.022694,37,37,10,,41.24993,41.16984,6.761276,,https://cola.unh.edu/sites/cola.unh.edu/files/research_publications/gsp2016_summer_presrace072116.pdf,44650,68189,7/21/16
polls-only,Ohio,6/22/16,6/28/16,RABA Research,C+,599,lv,0.022655,41,38,,,42.21329,39.05671,,,http://www.rabaresearch.com/documents/RABA-Ohio-Survey-Results-June-2016.pdf,44485,67624,7/12/16
polls-only,Ohio,10/10/16,10/14/16,Google Consumer Surveys,B,782,lv,0.0224024,34.87,35.98,7.24,,40.31273,42.74654,5.353399,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46991,73480,10/17/16
polls-only,U.S.,7/29/16,7/31/16,CBS News/New York Times,A-,1131,rv,0.0223483,43,38,10,,46.92119,42.08208,5.252539,,http://www.cbsnews.com/news/campaign-2016-did-hillary-clinton-get-a-post-convention-bump/,44719,68376,8/1/16
polls-only,Iowa,6/22/16,6/23/16,Public Policy Polling,B+,897,v,0.0223281,41,39,,,41.62567,39.50037,,,http://www.americansunitedforchange.org/page/-/IowaResults616.pdf,44433,67454,6/27/16
polls-only,U.S.,9/23/16,9/27/16,Ipsos,A-,1888,lv,0.0222735,40.9,37.9,6.5,,42.76358,38.91646,4.607722,,http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1,46308,72408,9/30/16
polls-only,West Virginia,9/27/16,10/3/16,Google Consumer Surveys,B,110,lv,0.0222671,24.42,48.57,6.88,,31.02032,55.20399,4.203424,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46508,72706,10/5/16
polls-only,California,5/26/16,5/31/16,Field Research Corporation (Field Poll),A+,1002,lv,0.0221906,53,34,,,53.18517,34.48052,,,http://www.field.com/fieldpollonline/subscribers/Rls2537.pdf,44174,66137,6/2/16
polls-only,Florida,10/10/16,10/14/16,Google Consumer Surveys,B,964,lv,0.0219274,36.93,39.19,6.43,,42.36892,45.94555,4.543399,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46965,73454,10/17/16
polls-only,U.S.,10/18/16,10/20/16,The Times-Picayune/Lucid,,2127,lv,0.0219168,45,37,6,,45.31404,39.72491,4.191916,,https://luc.id/2016-presidential-tracker/,47163,73806,10/21/16
polls-only,South Carolina,9/16/16,9/29/16,Ipsos,A-,240,lv,0.0217994,44.41,49,,,44.53157,48.20466,,,http://www.reuters.com/statesofthenation/,46372,72500,10/3/16
polls-only,Kansas,9/16/16,10/6/16,Ipsos,A-,374,lv,0.0217877,34.85,55.3,,,33.37044,53.08464,,,http://www.reuters.com/statesofthenation/,46646,72940,10/10/16
polls-only,Arkansas,9/16/16,10/6/16,Ipsos,A-,309,lv,0.0215964,37.87,53.01,,,37.65678,52.11234,,,http://www.reuters.com/statesofthenation/,46635,72929,10/10/16
polls-only,U.S.,10/7/16,10/13/16,CVOTER International,C+,1482,lv,0.0215846,50.3,45.23,,,47.96105,41.57976,,,http://www.upi.com/Top_News/US/2016/10/14/UPICVoter-poll-Hillary-Clinton-leads-Donald-Trump-by-5-points/5771476450376/?spt=sec&or=tn,46801,73199,10/14/16
polls-only,U.S.,10/15/16,10/21/16,USC Dornsife/LA Times,,3052,lv,0.0214885,44.1,44.35,,,45.0592,41.45007,,,http://latimes.com/politics/,47182,73858,10/22/16
polls-only,Wisconsin,9/23/16,10/6/16,Ipsos,A-,687,lv,0.021464,45.72,42.28,,,44.9931,41.34662,,,http://www.reuters.com/statesofthenation/,46678,72972,10/10/16
polls-only,U.S.,9/4/16,9/6/16,YouGov,B,1077,rv,0.0213924,40,38,7,,43.77327,40.85864,4.741162,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/m5q5q60ku5/econTabReport.pdf,45411,70704,9/7/16
polls-only,Nevada,8/9/16,9/1/16,SurveyMonkey,C-,2776,rv,0.021384,40,37,12,,43.03072,39.81523,5.543375,,https://www.washingtonpost.com/politics/a-new-50-state-poll-shows-exactly-why-clinton-holds-the-advantage-over-trump/2016/09/05/13458832-7152-11e6-9705-23e51a2f424d_story.html,45370,70576,9/6/16
polls-only,New Jersey,5/10/16,5/16/16,Quinnipiac University,A-,1989,rv,0.0213186,45,38,,,47.5639,39.7983,,,https://www.qu.edu/images/polling/nj/nj05192016_Nwh73tr.pdf,44084,65962,5/19/16
polls-only,California,5/19/16,5/31/16,Greenberg Quinlan Rosner/American Viewpoint,B+,1150,lv,0.0212191,54,33,,,54.35239,33.67842,,,https://gqrr.app.box.com/s/57r0g708p8w2w1l77g3uv38j9uli5ght,44185,67050,6/17/16
polls-only,U.S.,6/14/16,6/18/16,TargetPoint,C,1000,lv,0.0211825,45,40,,,45.95348,40.19041,,,http://www.wmur.com/politics/new-hampshire-primary-source-new-poll-shows-tight-clintontrump-race-voter-interest-in-energy-issues/40407946,44517,67769,7/8/16
polls-only,Tennessee,10/4/16,10/9/16,Google Consumer Surveys,B,399,lv,0.0211685,33.28,43.35,7.75,,39.12541,50.04057,5.528028,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46728,73032,10/10/16
polls-only,Michigan,6/10/16,6/22/16,Evolving Strategies,,612,lv,0.0210996,47,30,14,,49.13217,34.84707,8.54437,,"https://ballotpedia.org/Ballotpedia%27s_battleground_poll,_2016",44449,67501,6/29/16
polls-only,New Hampshire,8/5/16,8/7/16,Public Policy Polling,B+,802,v,0.0210166,50,37,,,49.54126,36.94255,,,http://americansforresponsiblesolutions.org/files/2016/08/Polling-Memo.pdf,44827,68675,8/11/16
polls-only,Pennsylvania,6/10/16,6/22/16,Evolving Strategies,,601,lv,0.0208477,46,32,13,,47.98388,36.71448,7.54437,,"https://ballotpedia.org/Ballotpedia%27s_battleground_poll,_2016",44452,67504,6/29/16
polls-only,Pennsylvania,10/17/16,10/25/16,SurveyMonkey,C-,2131,lv,0.0208358,48,42,6,,47.14793,41.39291,2.903296,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,47511,74303,10/26/16
polls-only,California,10/17/16,10/25/16,SurveyMonkey,C-,1923,lv,0.0207653,54,31,8,,53.1513,30.44547,4.903296,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,47477,74269,10/26/16
polls-only,Illinois,7/26/16,7/26/16,Illinois Public Opinion Strategies,,824,lv,0.0206916,49.2,35.6,4.3,,51.59401,36.88723,1.604687,,http://www.huffingtonpost.com/david-ormsby/poll-clinton-thumping-tru_b_12579014.html?test,47099,73732,10/20/16
polls-only,Louisiana,10/4/16,10/9/16,Google Consumer Surveys,B,223,lv,0.0206843,22.83,49.2,4.46,,28.59849,55.772,2.238028,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46704,73008,10/10/16
polls-only,Ohio,7/18/16,7/20/16,Suffolk University,B+,500,lv,0.0206446,42.6,38.6,4.8,,45.62566,40.94729,3.260112,,http://www.suffolk.edu/documents/SUPRC/7_21_2016_marginals.pdf,44661,68170,7/21/16
polls-only,Illinois,7/11/16,7/14/16,"Normington, Petts & Associates",C+,800,lv,0.0206199,51,32,,,51.21716,32.54464,,,https://drive.google.com/file/d/0B4Bi-iePG1O6SzduOV96VkRtTlk/view,44796,68594,8/8/16
polls-only,Nevada,9/16/16,10/6/16,Ipsos,A-,342,lv,0.0205446,46.23,42.29,,,45.51086,40.8623,,,http://www.reuters.com/statesofthenation/,46658,72952,10/10/16
polls-only,New Hampshire,8/9/16,9/1/16,SurveyMonkey,C-,1218,rv,0.0205364,40,34,14,,43.51344,37.25487,7.543376,,https://www.washingtonpost.com/politics/a-new-50-state-poll-shows-exactly-why-clinton-holds-the-advantage-over-trump/2016/09/05/13458832-7152-11e6-9705-23e51a2f424d_story.html,45371,70577,9/6/16
polls-only,Wyoming,10/4/16,10/9/16,Google Consumer Surveys,B,35,lv,0.0204368,11.04,52.74,14.56,,16.95712,59.54113,12.33803,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46736,73040,10/10/16
polls-only,Nevada,10/4/16,10/9/16,Google Consumer Surveys,B,186,lv,0.0204268,43.81,30.43,8.71,,49.68427,37.16506,6.488028,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46719,73023,10/10/16
polls-only,Maine,9/27/16,10/3/16,Google Consumer Surveys,B,74,lv,0.0203234,49.93,22.54,2.51,,56.72082,29.32892,-0.1665757,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46480,72678,10/5/16
